site_area_id,site_area,date_time,Day,Month,Year,Chlorophyll-a Concentration (ug/L),Dissolved Oxygen (mg/L),Salinity (PSU),Turbidity,Dissolved Oxygen Saturation Percentage (%),Water Temperature (%),pH Level,Suspended Solids (mg/L),Ammonia (ug/L),Total Nitrogen (ug/L),Total Phosphorus (ug/L)
1911,Corio Beach,22/10/2020,Thursday,November,2020,0.5,8.169,35.7929,0.5869,102.06,,8.634,4.8,10.0,240.0,70.0
1911,Corio Beach,25/11/2020,Wednesday,December,2020,1.1,7.826,35.3455,0.3142,106.19,,8.336,4.1,9.0,280.0,80.0
1911,Corio Beach,16/12/2020,Wednesday,March,2020,0.8,7.449,35.9982,0.9697,102.09,,8.323,2.6,4.0,240.0,80.0
1911,Corio Beach,03/03/2021,Wednesday,April,2021,1.1,7.142,36.5793,1.2114,95.64,,8.429,5.3,3.0,260.0,80.0
1911,Corio Beach,16/04/2021,Friday,May,2021,1.1,7.36,36.683,1.2983,94.38,,8.361,31.0,5.0,200.0,80.0
1911,Corio Beach,21/05/2021,Friday,July,2021,0.3,8.351,36.4256,0.7012,99.49,,8.343,4.7,8.0,240.0,70.0
1911,Corio Beach,06/07/2021,Tuesday,September,2021,0.3,8.57,36.1539,0.3674,97.47,,8.547,1.3,,170.0,50.0
1911,Corio Beach,22/09/2021,Wednesday,October,2021,0.8,8.322,35.8807,1.2505,97.89,,8.786,3.1,9.0,220.0,60.0
1911,Corio Beach,12/10/2021,Tuesday,November,2021,0.2,8.112,35.7862,0.8777,100.15,,8.882,3.4,4.0,310.0,60.0
1911,Corio Beach,5/11/2021,Friday,December,2021,0.5,7.687,35.3527,1.5349,99.59,,8.006,2.1,4.0,210.0,60.0
1911,Corio Beach,22/12/2021,Wednesday,January,2021,1.6,7.124,35.6605,1.5489,96.61,,8.132,4.1,7.0,210.0,70.0
1911,Corio Beach,25/01/2022,Tuesday,February,2022,1.3,7.009,35.9974,1.5411,102.83,,8.122,4.9,6.0,310.0,80.0
1911,Corio Beach,15/02/2022,Tuesday,March,2022,1.9,6.95,36.1424,1.5771,98.64,,8.162,3.2,9.0,300.0,70.0
1911,Corio Beach,17/03/2022,Thursday,April,2022,0.5,6.826,36.2886,0.0876,95.32,,8.143,2.3,9.0,300.0,70.0
1911,Corio Beach,21/04/2022,Thursday,May,2022,0.8,7.091,36.2975,1.4178,92.04,,8.2,8.6,26.0,350.0,90.0
1911,Corio Beach,24/05/2022,Tuesday,June,2022,1.3,7.97,36.1922,0.8227,96.0,,8.054,6.4,2.0,250.0,80.0
1911,Corio Beach,22/06/2022,Wednesday,July,2022,0.5,8.385,35.9467,0.6535,96.06,,8.055,12.0,9.0,220.0,70.0
1911,Corio Beach,21/07/2022,Thursday,August,2022,0.3,8.309,35.0432,1.1534,93.0,,8.033,6.1,9.0,220.0,60.0
1911,Corio Beach,26/08/2022,Friday,October,2022,0.3,8.803,35.4914,0.399,102.33,,7.761,2.9,9.0,260.0,60.0
1911,Corio Beach,17/10/2022,Monday,November,2022,1.3,8.515,33.8319,0.6864,105.06,,7.671,4.8,3.0,270.0,70.0
1911,Corio Beach,18/11/2022,Friday,December,2022,0.5,7.73,33.1608,1.3254,98.9,,8.087,3.4,12.0,320.0,80.0
1911,Corio Beach,22/12/2022,Thursday,February,2022,0.5,7.648,32.2984,0.7262,99.27,,7.517,5.4,4.0,340.0,90.0
1911,Corio Beach,06/02/2023,Monday,March,2023,1.6,7.02,34.392,1.6082,94.08,,8.116,5.8,7.0,360.0,90.0
1911,Corio Beach,02/03/2023,Thursday,March,2023,1.6,6.698,34.802,2.1646,91.7,,8.166,11.0,3.0,310.0,90.0
1911,Corio Beach,27/03/2023,Monday,May,2023,0.3,7.028,35.1186,2.1293,93.29,,8.202,3.5,4.0,260.0,90.0
1911,Corio Beach,01/05/2023,Monday,June,2023,0.5,162.7,,1.82,162.7,17.8,8.53,3.6,11.0,280.0,80.0
1911,Corio Beach,20/06/2023,Tuesday,July,2023,0.5,9.189,34.9028,0.7256,104.15,,7.945,2.2,4.0,260.0,70.0
1911,Corio Beach,26/07/2023,Wednesday,August,2023,0.5,9.193,34.7911,0.8088,103.15,,7.848,3.6,10.0,210.0,70.0
1911,Corio Beach,28/08/2023,Monday,October,2023,0.3,8.664,34.802,0.658,101.89,,7.993,2.2,10.0,200.0,60.0
1911,Corio Beach,19/10/2023,Thursday,December,2023,0.3,8.443,34.9222,0.9662,106.25,,7.909,2.1,7.0,270.0,70.0
1911,Corio Beach,7/12/2023,Thursday,January,2023,0.3,7.189,35.247,1.0777,98.11,,7.862,2.5,12.0,270.0,80.0
1911,Corio Beach,25/01/2024,Thursday,March,2024,0.3,7.14,35.5198,1.6845,99.98,,7.943,5.1,2.0,280.0,100.0
1911,Corio Beach,22/03/2024,Friday,May,2024,0.8,7.145,36.4606,1.0875,98.78,,7.963,36.0,9.0,270.0,110.0
1911,Corio Beach,16/05/2024,Thursday,December,2024,0.3,8.457,36.285,0.8948,105.07,,7.686,2.1,2.0,290.0,100.0
369,Long Reef Beach,11/04/1990,Wednesday,April,2024,7.77,8.99,35.082,,,,,5.44,41.11,462.64,257.95
369,Long Reef Beach,31/05/1990,Thursday,May,1990,8.9,9.26,35.093,,108.83,12.84,,3.5,172.39,525.82,233.19
369,Long Reef Beach,12/07/1990,Thursday,July,1990,0.91,9.43,34.96,,103.62,9.75,,1.9,147.68,351.36,155.7
369,Long Reef Beach,09/10/1990,Tuesday,October,1990,1.69,9.4,34.765,,113.7,14.3,,2.2,122.77,345.14,174.91
369,Long Reef Beach,28/11/1990,Wednesday,November,1990,1.71,8.05,34.845,,108.98,20.1,,3.4,28.28,247.96,132.71
369,Long Reef Beach,10/01/1991,Thursday,January,1990,4.01,7.95,33.947,,110.97,22.1,,2.5,303.33,723.32,363.23
369,Long Reef Beach,05/02/1991,Tuesday,February,1991,1.18,8.22,35.388,,114.65,21.6,,2.7,5.11,219.44,105.5
369,Long Reef Beach,08/03/1991,Friday,March,1991,2.89,5.38,35.003,,74.595,21.4,,5.8,70.56,433.95,342.28
369,Long Reef Beach,23/04/1991,Tuesday,April,1991,1.68,7.71,35.925,,94.044,14.4,,5.53,8.31,185.38,104.11
369,Long Reef Beach,27/06/1991,Thursday,June,1991,1.08,8.32,34.809,,96.272,12.2,,2.3,420.25,708.4,227.35
369,Long Reef Beach,24/10/1991,Thursday,October,1991,2.17,9.12,34.691,,116.05,16.9,,3.7,5.57,220.64,124.95
369,Long Reef Beach,12/12/1991,Thursday,December,1991,3.86,7.81,35.199,,105.47,19.9,,9.45,4.62,206.14,89.96
369,Long Reef Beach,30/12/1991,Monday,December,1991,3.61,6.87,35.116,,92.782,19.9,,9.25,34.1,295.22,114.58
369,Long Reef Beach,21/01/1992,Tuesday,January,1991,1.69,5.66,35.307,,76.338,19.8,,1.65,9.19,171.33,84.3
369,Long Reef Beach,26/02/1992,Wednesday,February,1992,0.88,4.22,35.94,,56.565,19.2,,3.25,3.7,177.1,100.73
369,Long Reef Beach,25/03/1992,Wednesday,March,1992,1.67,7.96,35.788,,111.07,21.5,,3.15,2.19,207.41,102.3
369,Long Reef Beach,28/04/1992,Tuesday,April,1992,2.13,8.09,34.861,,100.46,15.6,,3.25,253.06,584.42,292.95
369,Long Reef Beach,15/06/1992,Monday,June,1992,1.05,8.93,35.009,,100.86,11.0,,2.53,228.77,498.51,210.65
369,Long Reef Beach,26/08/1992,Wednesday,August,1992,8.07,10.66,34.406,,119.19,10.7,,4.29,256.16,641.94,273.49
369,Long Reef Beach,05/11/1992,Thursday,November,1992,0.46,9.19,33.809,,115.87,16.7,,1.95,11.94,204.39,129.76
369,Long Reef Beach,10/12/1992,Thursday,December,1992,9.38,9.58,32.842,,128.13,20.1,,4.6,21.45,431.79,118.28
369,Long Reef Beach,12/01/1993,Tuesday,January,1992,3.43,8.64,33.589,,117.96,21.0,,1.38,9.31,267.31,118.0
369,Long Reef Beach,10/03/1993,Wednesday,March,1993,0.65,7.87,34.045,,104.97,19.6,,1.85,9.76,219.26,114.28
369,Long Reef Beach,30/03/1993,Tuesday,March,1993,1.48,7.9,34.174,,103.36,18.5,,1.45,13.8,257.36,149.12
369,Long Reef Beach,20/05/1993,Thursday,May,1993,5.5,8.54,34.189,,103.1,14.4,,0.8,44.7,282.16,135.88
369,Long Reef Beach,19/07/1993,Monday,July,1993,2.3,9.22,33.692,,103.28,11.0,,4.75,201.16,513.82,193.25
369,Long Reef Beach,02/02/1994,Wednesday,February,1993,1.41,7.58,33.593,,102.56,20.5,,1.77,10.57,232.14,124.78
369,Long Reef Beach,09/03/1994,Wednesday,March,1994,1.76,7.61,33.716,,101.94,19.9,,0.73,6.12,280.1,161.06
369,Long Reef Beach,03/06/1994,Friday,June,1994,0.76,8.44,33.912,,97.764,12.5,,2.7,37.97,202.11,107.8
369,Long Reef Beach,28/06/1994,Tuesday,June,1994,1.96,8.75,33.647,,96.497,10.3,,6.75,160.41,533.62,214.88
369,Long Reef Beach,21/07/1994,Thursday,July,1994,3.94,9.48,33.946,,105.2,10.5,,4.7,31.28,277.58,132.77
369,Long Reef Beach,18/08/1994,Thursday,August,1994,1.61,9.46,34.183,,104.29,10.1,,4.8,18.2,199.55,111.1
369,Long Reef Beach,16/09/1994,Friday,September,1994,0.78,8.84,34.3,,101.29,11.84,,4.4,3.16,145.28,92.63
369,Long Reef Beach,14/10/1994,Friday,October,1994,1.41,9.37,34.02,,112.75,14.3,,1.3,139.01,355.88,185.75
369,Long Reef Beach,11/11/1994,Friday,November,1994,1.03,8.3,34.416,,101.76,15.1,,0.95,4.67,166.9,79.19
369,Long Reef Beach,07/12/1994,Wednesday,December,1994,2.42,8.41,34.581,,112.92,19.79,,1.45,5.23,247.76,115.56
369,Long Reef Beach,04/01/1995,Wednesday,January,1994,2.59,6.68,34.808,,91.365,20.69,,6.2,13.71,300.89,111.12
369,Long Reef Beach,01/02/1995,Wednesday,February,1995,2.27,7.43,35.11,,103.65,21.7,,8.85,2.75,214.58,96.35
369,Long Reef Beach,28/02/1995,Tuesday,February,1995,2.47,6.46,35.407,,90.912,22.05,,11.95,12.52,292.21,189.08
369,Long Reef Beach,23/05/1995,Tuesday,May,1995,3.31,8.45,34.716,,100.4,13.5,,1.22,78.89,374.09,248.79
369,Long Reef Beach,14/08/1995,Monday,August,1995,0.82,9.2,34.334,,103.09,10.8,,3.25,84.3,282.69,156.71
369,Long Reef Beach,16/10/1995,Monday,October,1995,0.96,8.47,34.406,,100.75,13.6,,4.9,11.49,217.02,136.04
369,Long Reef Beach,28/12/1995,Thursday,December,1995,1.03,7.93,34.341,,102.05,17.6,,1.6,2.78,172.75,77.72
369,Long Reef Beach,20/02/1996,Tuesday,February,1995,0.87,7.32,34.7097,,97.88,19.5,,1.93,3.58,173.95,88.52
369,Long Reef Beach,28/03/1996,Thursday,March,1996,1.5,7.98,34.5524,,106.458,19.4,,2.45,3.8,306.78,211.7
369,Long Reef Beach,15/05/1996,Wednesday,May,1996,1.42,7.82,34.472,,94.165,14.2,,1.09,112.89,384.61,198.01
369,Long Reef Beach,12/06/1996,Wednesday,June,1996,1.28,8.81,34.033,,100.628,11.8,,3.0,230.23,638.1,273.95
369,Long Reef Beach,29/08/1996,Thursday,August,1996,4.75,8.96,33.1558,,102.006,11.9,,4.95,185.46,562.15,257.15
369,Long Reef Beach,08/11/1996,Friday,November,1996,4.42,8.96,32.8893,,116.31,18.5,,5.25,433.7,1022.8,409.04
369,Long Reef Beach,05/12/1996,Thursday,December,1996,0.66,8.06,33.7005,,102.148,17.0,,19.85,5.16,178.61,76.67
369,Long Reef Beach,23/01/1997,Thursday,January,1996,1.01,7.0,34.3732,,96.263,21.1,,3.95,17.32,195.12,93.87
369,Long Reef Beach,19/02/1997,Wednesday,February,1997,1.96,8.45,34.5622,,124.578,25.0,,4.22,3.85,286.36,244.82
369,Long Reef Beach,10/04/1997,Thursday,April,1997,0.75,7.78,35.2334,,97.942,16.2,,12.75,6.98,168.1,83.39
369,Long Reef Beach,13/05/1997,Tuesday,May,1997,1.08,8.14,35.1395,,97.27,13.6,,1.93,39.47,234.68,124.36
369,Long Reef Beach,02/07/1997,Wednesday,July,1997,2.98,8.14,34.3369,,93.124,11.8,,,404.49,797.88,281.05
369,Long Reef Beach,21/08/1997,Thursday,August,1997,4.15,9.13,34.8195,,104.796,11.8,,3.83,78.27,304.43,164.36
369,Long Reef Beach,31/01/1998,Saturday,January,1997,0.52,8.18,35.5082,,114.051,21.5,,4.14,2.12,171.57,92.79
369,Long Reef Beach,19/03/1998,Thursday,March,1998,0.39,7.58,36.187,,103.928,20.4,,2.94,1.76,155.85,88.96
369,Long Reef Beach,16/04/1998,Thursday,April,1998,0.44,7.88,36.4166,,99.743,16.1,,1.94,7.0,161.58,89.57
369,Long Reef Beach,18/05/1998,Monday,May,1998,1.23,7.38,35.9346,,90.76,14.8,,2.2,158.33,471.19,228.63
369,Long Reef Beach,29/06/1998,Monday,June,1998,1.09,8.92,35.7525,,98.4419,9.7,,4.4,161.68,421.29,179.18
369,Long Reef Beach,31/07/1998,Friday,July,1998,1.21,12.23,35.0927,,141.212,12.0,,8.5,232.06,672.05,302.47
369,Long Reef Beach,27/08/1998,Thursday,August,1998,14.11,8.78,33.4404,,101.676,12.6,,8.35,1495.7,3082.8,992.79
369,Long Reef Beach,10/09/1998,Thursday,September,1998,3.58,8.92,35.5817,,104.655,12.6,,5.66,112.52,417.13,221.33
369,Long Reef Beach,29/10/1998,Thursday,October,1998,1.19,8.71,35.4916,,109.675,16.1,,7.81,196.34,679.52,252.81
369,Long Reef Beach,10/11/1998,Tuesday,November,1998,1.37,8.7,35.7485,,113.853,18.0,,6.98,3.34,221.73,143.41
369,Long Reef Beach,09/12/1998,Wednesday,December,1998,1.47,7.45,36.274,,98.922,18.6,,4.37,10.9,238.8,120.27
369,Long Reef Beach,31/01/1999,Sunday,January,1998,3.09,6.79,36.0,,96.08,22.2,,6.56,5.79,225.6,122.1
369,Long Reef Beach,28/02/1999,Sunday,February,1999,2.35,7.39,36.13,,104.4,22.1,,2.55,7.84,285.5,204.3
369,Long Reef Beach,30/03/1999,Tuesday,March,1999,1.0,7.4,36.74,,95.95,17.2,,4.2,4.62,184.1,110.3
369,Long Reef Beach,13/04/1999,Tuesday,April,1999,1.01,8.4,36.37,,108.6,17.2,,3.54,8.24,208.6,129.5
369,Long Reef Beach,17/05/1999,Monday,May,1999,1.81,8.18,36.16,,97.31,13.1,,5.3,132.4,426.9,254.1
369,Long Reef Beach,31/08/1999,Tuesday,August,1999,1.5176,8.5857,35.5727,,102.833,13.6,,1.9,114.132,422.445,203.868
369,Long Reef Beach,28/09/1999,Tuesday,September,1999,3.8281,8.2738,35.7335,,103.898,15.9,,4.4667,8.1352,262.383,166.982
369,Long Reef Beach,13/10/1999,Wednesday,October,1999,5.6674,8.6677,35.3003,,109.846,16.5,,6.0,30.4087,512.478,258.652
369,Long Reef Beach,28/11/1999,Sunday,November,1999,2.0571,7.5275,36.019,,98.9982,18.2,,7.4,8.0933,222.904,98.2368
369,Long Reef Beach,20/12/1999,Monday,December,1999,0.9044,7.5786,36.7058,,99.7014,18.0,,4.4444,6.8672,211.955,118.321
369,Long Reef Beach,31/01/2000,Monday,January,1999,6.1043,7.6599,34.2685,,101.973,19.4,,3.7265,144.913,1101.48,872.982
369,Long Reef Beach,24/02/2000,Thursday,February,2000,1.7468,6.9551,36.3283,,99.3187,22.6,,2.7148,7.2852,177.985,109.55
369,Long Reef Beach,30/06/2000,Friday,June,2000,10.7278,9.7975,36.1464,,109.352,10.1,,6.8947,113.844,467.651,239.464
369,Long Reef Beach,20/08/2000,Sunday,August,2000,2.3425,9.7112,35.9714,,110.876,11.2,,2.8155,60.9015,285.894,160.394
369,Long Reef Beach,31/10/2000,Tuesday,October,2000,1.1559,8.1867,34.964,,102.526,16.0,,3.0449,78.1436,366.639,172.185
369,Long Reef Beach,29/11/2000,Wednesday,November,2000,44.051,10.5229,35.4578,,147.661,21.9,,5.6875,8.7912,436.6,242.193
369,Long Reef Beach,16/03/2001,Friday,March,2000,1.3755,7.0328,36.7468,,97.3062,20.7,,5.3,10.546,185.554,105.523
369,Long Reef Beach,23/05/2001,Wednesday,May,2001,3.02,8.1242,35.4342,,98.2221,14.1,,2.7211,81.8907,356.807,150.932
369,Long Reef Beach,03/07/2001,Tuesday,July,2001,1.4662,8.2604,35.4097,,95.5945,12.0,,3.3359,167.265,392.95,189.118
369,Long Reef Beach,20/07/2001,Friday,July,2001,3.2196,8.6272,35.5148,,100.54,12.3,,3.8424,56.9475,338.418,152.047
369,Long Reef Beach,15/08/2001,Wednesday,August,2001,1.0773,8.5611,35.4262,,98.038,11.5,,1.425,107.162,316.321,188.979
369,Long Reef Beach,06/09/2001,Thursday,September,2001,2.2677,9.145,35.3916,,107.388,12.7,,5.8,43.473,215.318,148.006
369,Long Reef Beach,16/10/2001,Tuesday,October,2001,0.9595,8.17,35.5229,,100.241,14.8,,2.98,10.3166,190.043,116.463
369,Long Reef Beach,28/11/2001,Wednesday,November,2001,2.2796,8.5466,35.7114,,109.218,16.8,,3.975,6.7843,210.01,120.574
369,Long Reef Beach,12/02/2002,Tuesday,February,2001,1.1797,8.5391,36.4098,,113.419,18.6,,6.25,16.0485,183.102,102.108
369,Long Reef Beach,23/04/2002,Tuesday,April,2002,2.6192,7.19,36.177,,93.573,17.6,,1.98,11.3026,254.732,219.159
369,Long Reef Beach,07/05/2002,Tuesday,May,2002,0.8592,7.6088,36.2896,,97.5741,16.8,,3.219,24.7942,219.619,192.215
369,Long Reef Beach,02/08/2002,Friday,August,2002,3.4309,9.1014,35.9635,,101.686,10.2,,2.275,96.2837,372.629,242.147
369,Long Reef Beach,28/11/2002,Thursday,November,2002,1.8912,6.9878,36.8657,,92.5422,18.3,,4.3667,1.7967,196.221,106.173
369,Long Reef Beach,04/02/2003,Tuesday,February,2002,1.0228,7.2173,37.1737,,101.746,21.6,,2.7167,13.8563,224.792,186.656
369,Long Reef Beach,12/03/2003,Wednesday,March,2003,0.6287,6.9379,37.4673,,95.1759,20.0,,3.7143,12.2097,190.501,114.512
369,Long Reef Beach,27/03/2003,Thursday,March,2003,0.8474,7.1314,37.4717,,95.6811,18.8,,2.8713,10.7352,181.702,109.154
369,Long Reef Beach,15/05/2003,Thursday,May,2003,7.4228,8.1912,35.0652,,101.635,15.5,,,217.775,897.998,785.113
369,Long Reef Beach,29/05/2003,Thursday,May,2003,1.0152,8.1167,37.2658,,98.6414,13.8,,3.5577,14.6334,184.555,160.084
369,Long Reef Beach,25/06/2003,Wednesday,June,2003,0.5417,8.9352,37.1618,,102.345,11.0,,2.4,49.2381,258.379,166.681
369,Long Reef Beach,08/09/2003,Monday,September,2003,0.9595,9.8338,36.5145,,112.661,11.2,,2.2449,106.894,338.669,197.48
369,Long Reef Beach,03/12/2003,Wednesday,December,2003,2.3039,7.395,36.7207,,101.558,20.3,,3.3,3.3972,195.065,148.811
369,Long Reef Beach,13/01/2004,Tuesday,January,2003,,7.2688,36.883,,99.0065,19.8,,2.2857,1.4791,182.403,89.3794
369,Long Reef Beach,04/02/2004,Wednesday,February,2004,0.4755,7.316,37.2421,,99.4935,19.6,,1.8095,-2.2001,173.04,81.2963
369,Long Reef Beach,21/04/2004,Wednesday,April,2004,1.0068,7.382,37.5373,,93.7213,15.9,,3.619,23.2568,316.929,201.94
369,Long Reef Beach,29/07/2004,Thursday,July,2004,0.7898,8.6592,36.8133,,96.4221,9.8,,7.381,167.559,378.942,185.433
369,Long Reef Beach,17/08/2004,Tuesday,August,2004,0.5679,8.6088,36.5957,,96.5695,10.2,,3.8,112.166,310.002,156.058
369,Long Reef Beach,30/09/2004,Thursday,September,2004,5.5054,9.2742,36.1258,,113.063,14.3,,10.1333,50.2379,301.805,170.211
369,Long Reef Beach,20/10/2004,Wednesday,October,2004,1.3522,8.1558,36.1074,,103.46,16.3,,10.381,18.7877,230.889,155.562
369,Long Reef Beach,27/04/2005,Wednesday,April,2004,1.7451,7.3508,36.161,,94.9242,17.2,,2.4762,5.1837,203.565,164.451
369,Long Reef Beach,13/05/2005,Friday,May,2005,0.5655,7.955,36.4015,,97.7356,14.6,,2.1,14.2902,198.662,127.596
369,Long Reef Beach,24/08/2005,Wednesday,August,2005,1.3585,8.5657,35.9432,,98.2001,11.4,,3.6,5.1672,164.938,116.54
369,Long Reef Beach,18/10/2005,Tuesday,October,2005,0.5757,8.7872,35.8045,,110.393,15.9,,2.9,5.1277,175.564,91.2067
369,Long Reef Beach,16/11/2005,Wednesday,November,2005,1.712,7.4334,35.9958,,97.1908,17.9,,6.6,6.8584,240.209,146.473
369,Long Reef Beach,01/02/2006,Wednesday,February,2005,1.4294,6.2152,36.6674,,87.3606,21.6,,6.0,16.3877,265.148,196.098
369,Long Reef Beach,20/06/2006,Tuesday,June,2006,0.4976,8.7657,36.8007,,95.4621,8.8,,5.1,26.344,214.58,170.536
369,Long Reef Beach,14/07/2006,Friday,July,2006,0.8088,8.8235,36.3058,,93.8626,7.9,,1.5,133.419,398.727,230.231
369,Long Reef Beach,12/05/2007,Saturday,May,2006,0.6419,8.1039,37.8038,,104.269,16.5,,1.0,3.594,174.46,120.694
369,Long Reef Beach,11/07/2007,Wednesday,July,2007,1.0669,9.12,36.7221,,,,,5.7,31.17,,122.0
369,Long Reef Beach,23/08/2007,Thursday,August,2007,1.8713,8.51,36.6336,,,,,4.6,12.74,,149.0
369,Long Reef Beach,09/11/2007,Friday,November,2007,5.60419403,8.337929288,35.83136,,105.0,,,7.8,8.269,420.43071,342.62185
369,Long Reef Beach,23/01/2008,Wednesday,January,2007,0.9647,7.0638,37.5026,,101.023,22.3,,3.6,2.8379,172.803,88.1097
369,Long Reef Beach,27/02/2008,Wednesday,February,2008,0.4107,7.809,37.5638,,108.17,20.5,,1.6,2.0249,162.84,88.1561
369,Long Reef Beach,19/03/2008,Wednesday,March,2008,1.6646,7.2897,37.9682,,102.323,21.1,,3.2,5.4929,207.278,118.994
369,Long Reef Beach,16/04/2008,Wednesday,April,2008,0.785,7.6286,38.0403,,98.04,16.5,,0.9116,5.2528,168.37,89.11
369,Long Reef Beach,13/05/2008,Tuesday,May,2008,0.8962,8.0087,37.7776,,99.2305,14.6,,1.2015,9.1652,177.91,90.6337
369,Long Reef Beach,18/06/2008,Wednesday,June,2008,1.0613,8.548,37.1547,,100.219,12.1,,4.2857,27.0527,329.619,187.167
369,Long Reef Beach,17/07/2008,Thursday,July,2008,0.9373,8.9138,36.9673,,100.0,9.9,,2.7,61.0337,438.444,228.676
369,Long Reef Beach,12/08/2008,Tuesday,August,2008,0.477,8.6793,37.3701,,95.5027,9.1,,0.9276,9.2761,151.954,92.0119
369,Long Reef Beach,16/09/2008,Tuesday,September,2008,1.0097,8.1387,37.0153,,94.3361,11.6,,2.0588,9.2511,193.958,98.7633
369,Long Reef Beach,14/10/2008,Tuesday,October,2008,1.119,8.2424,37.2742,,103.041,15.2,,1.6425,4.03,186.216,97.4905
369,Long Reef Beach,12/11/2008,Wednesday,November,2008,1.5295,8.1172,37.2702,,109.05,19.0,,0.4762,7.2898,230.52,199.757
369,Long Reef Beach,09/12/2008,Tuesday,December,2008,0.4677,7.3418,37.2212,,96.0,17.6,,1.165,6.2782,155.315,64.4424
369,Long Reef Beach,13/01/2009,Tuesday,January,2008,0.8932,6.967,37.7597,,97.8499,21.2,,1.3023,6.135,201.418,102.136
369,Long Reef Beach,11/02/2009,Wednesday,February,2009,1.4259,6.8027,38.2057,,95.7921,21.2,,4.6231,6.656,218.734,83.331
369,Long Reef Beach,11/03/2009,Wednesday,March,2009,2.5656,7.2344,36.3507,,97.3225,19.3,,4.3478,39.9079,434.618,459.301
369,Long Reef Beach,16/04/2009,Thursday,April,2009,1.0635,7.0815,37.9113,,91.0,16.3,,1.3592,4.2978,154.717,65.9506
369,Long Reef Beach,13/05/2009,Wednesday,May,2009,0.75,7.8623,37.8275,,98.0,14.6,,0.5769,6.4758,157.66,74.2041
369,Long Reef Beach,10/06/2009,Wednesday,June,2009,1.5719,8.1032,37.5572,,95.0,11.7,,1.3592,6.642,168.375,80.9711
369,Long Reef Beach,08/07/2009,Wednesday,July,2009,0.6672,8.6131,37.1571,,96.28,9.8,,0.7767,103.062,421.512,183.683
369,Long Reef Beach,05/08/2009,Wednesday,August,2009,0.5978,8.5332,37.3506,,97.0,10.6,,0.4785,7.3538,170.414,93.6812
369,Long Reef Beach,16/09/2009,Wednesday,September,2009,1.163,8.9135,36.6775,,106.6,13.3,,1.068,172.292,521.042,236.921
369,Long Reef Beach,21/10/2009,Wednesday,October,2009,0.9064,8.0388,37.1712,,100.16,15.1,,0.5797,4.3138,171.928,87.5522
369,Long Reef Beach,12/11/2009,Thursday,November,2009,1.0138,7.558,37.2284,,107.12,22.3,,1.1538,5.8217,156.345,103.304
369,Long Reef Beach,09/12/2009,Wednesday,December,2009,0.7234,6.821,36.7478,,92.03,19.3,,1.3527,5.4453,200.867,144.522
369,Long Reef Beach,15/01/2010,Friday,January,2009,0.7702,6.7403,37.6696,,95.67,22.2,,1.6425,2.7022,220.201,106.549
369,Long Reef Beach,11/02/2010,Thursday,February,2010,1.4657,6.5217,37.3602,,96.81,24.4,,0.6699,5.1018,192.064,77.9979
369,Long Reef Beach,15/03/2010,Monday,March,2010,4.9242,8.6178,36.5617,,120.62,21.3,,1.5385,7.0483,323.766,257.283
369,Long Reef Beach,16/04/2010,Friday,April,2010,1.2956,7.4839,37.1748,,97.71,17.2,,0.609,4.8257,341.318,165.086
369,Long Reef Beach,17/05/2010,Monday,May,2010,1.3375,7.9257,37.4837,,97.88,14.2,,0.5742,9.5811,205.44,93.7926
369,Long Reef Beach,22/06/2010,Tuesday,June,2010,1.3629,8.5131,37.0272,,99.95,11.8,,0.9569,44.7426,227.389,98.8253
369,Long Reef Beach,16/07/2010,Friday,July,2010,4.4208,9.0793,36.8437,,103.92,10.9,,1.256,6.1022,235.404,122.161
369,Long Reef Beach,17/08/2010,Tuesday,August,2010,0.9965,8.374,36.7363,,95.09,10.4,,1.256,65.7216,242.709,106.707
369,Long Reef Beach,23/09/2010,Thursday,September,2010,0.5045,8.1584,36.5562,,95.99,12.2,,0.5769,9.0971,169.638,68.1185
369,Long Reef Beach,14/10/2010,Thursday,October,2010,1.119,7.6616,35.9412,,97.32,16.1,,0.7805,6.222,212.943,147.448
369,Long Reef Beach,20/11/2010,Saturday,November,2010,1.3908,7.3454,36.1833,,96.4,18.2,,1.5311,5.3767,196.565,87.2735
369,Long Reef Beach,22/12/2010,Wednesday,December,2010,1.3472,7.0311,35.0698,,92.9,18.6,,1.5459,13.0299,264.446,93.7578
369,Long Reef Beach,20/01/2011,Thursday,January,2010,1.3944,6.6881,34.7235,,93.97,22.3,,0.4831,12.5577,255.978,97.6329
369,Long Reef Beach,17/02/2011,Thursday,February,2011,3.4684,7.3333,34.0338,,102.44,22.3,,1.0732,36.5,343.489,184.217
369,Long Reef Beach,18/03/2011,Friday,March,2011,2.1704,7.214,34.9069,,95.55,18.7,,1.9704,5.4956,235.937,142.71
369,Long Reef Beach,15/04/2011,Friday,April,2011,1.5365,7.628,34.8723,,96.92,16.6,,0.878,6.1907,180.107,75.2106
369,Long Reef Beach,26/05/2011,Thursday,May,2011,1.2352,7.8731,35.2104,,91.62,12.1,,1.7476,12.2207,191.142,89.9833
369,Long Reef Beach,24/06/2011,Friday,June,2011,1.417,8.484,34.8566,,96.69,11.2,,0.8738,8.8004,184.397,70.4877
369,Long Reef Beach,28/07/2011,Thursday,July,2011,1.6548,9.1994,34.5015,,102.51,10.3,,0.8738,167.84,384.869,133.667
